1	INTJ PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP PREP DETFS NFS	<eps> PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP <eps> <eps> <eps>	_
1407	PINDMS VERB ADV DETFS DETFS DETFS NFS PREP DET NFP PREP NMS ADV ADV COSUB DETFS NFS VERB PREP PDEMMS NMS ADV DET DET NFP PREP PROPN COCO COCO PINDMS PPOBJMS VERB PPER3MS PPOBJMS VERB PPER3MS PPOBJMS VERB DET NMP AUX ADV DET NMP AUX ADV PPER3MS PPOBJMS VERB ADV PREP NMP PREP PROPN COCO PINDMS VERB ADV COSUB PPER3MS PPOBJMS VERB DINTFS NFS PREL VERB PREP VERB VERB	<eps> VERB <eps> DETFS <eps> <eps> NFS PREP DET NFP PREP NMS PUNCT COSUB DETFS DETFS NFS VERB PREP PDEMMS NMS ADV DET DET NFP PREP PROPN COCO COCO PINDMS PPOBJMS VERB PPER3MS PPOBJMS VERB PPER3MS PPOBJMS VERB DET NMP AUX ADV DET NMP AUX ADV PPER3MS PPOBJMS VERB ADV PREP NMP PREP PROPN COCO PINDMS VERB ADV COSUB PPER3MS PPOBJMS VERB DINTFS NFS PREL VERB PREP PREF VERB	_
1408	PDEMFS NFS PDEMFS NFS PREFP VERB NFS PPER3FS VERB ADV	AUX <eps> PDEMFS NFS PREFP VERB NFS PPER3FS VERB ADV	_
1409	PREP DETMS NMS ADV ADJMS ADV AUX ADV ADV DINTFS ADJFS NFS PINDMS PREF VERB PREP NMS DET NMP PREP PROPN PREP CHIF CHIF AUX AUX DINTMS ADJMS NMS ADJMS	PREP DETMS NMS ADV ADJMP ADV AUX ADV ADV DINTFS ADJFS NFS PINDMS PREF VERB PREP <eps> DET NMP PREP PROPN PREP CHIF CHIF AUX AUX DINTMS ADJMS NMS ADJMS	_
1410	VERB AUX DET PPOBJMS VERB DETFS PROPN PREP CHIF NMP CHIF ADV <eps> <eps> <eps> VERB AUX DET PPOBJMS PPOBJMS DET NMP PREP DET NMS VERB PPER3MP ADV VERB DINTFS NFS ADV ADV <eps> <eps> ADJFS PREP VERB COCO PREP NFS	VERB AUX DET <eps> <eps> DETFS PROPN PREP CHIF NMP CHIF PPER3FS PREFS AUX VERB VERB AUX DET PPOBJMS PPOBJMS DET NMP PREP DET NMS PREP <eps> ADV VERB DINTFS NFS ADV NFS PREP DET ADJFS PREP VERB COCO PREP NFS	_
1411	PREP DETMS NMS ADV PREP DET NFS PREP DETFS NFS PROPN AUX PDEMMS AUX COSUB <eps> ADV DETMS NMS PREP DINTMS NMS DINTMS NMS PREL VERB DET NMP PROPN AUX DINTMS NMS PREL VERB ADV ADV ADV ADV PREP DINTMS NMS PREP NFS ADJFS COCO PREP DET NMS PREP NMS PREP NFS PREP NMS PREP NFS ADJFS AUX ADV PRON PREL PREF VERB PREP PDEMMS NMS ADV PREP PROPN	PREP DETMS NMS ADV PREP DET NFS PREP <eps> NFS PDEMMS <eps> VERB AUX COSUB ADV ADV DETMS NMS PREP DINTMS NMS DINTMS NMS PREL VERB DET NMP PROPN AUX DINTMS NMS PREL VERB ADV ADV ADV ADV PREP DINTMS NMS PREP NFS ADJFS COCO PREP DET NMS PREP NMP PREP NFS PREP NMS PREP NFS ADJFS AUX ADV PRON PREL PREF VERB PREP PDEMMS NMS ADV PREP PROPN	_
1412	PROPN XFAMIL XFAMIL ADJMS NMS AUX ADJMS ADV PREP PROPN PREP DETFS NFS PREP NFS PROPN XFAMIL VERB AUX ADV PPER1S VERB VERB PREP PREP DET NFP	PROPN <eps> XFAMIL ADJMS NMS AUX ADJMS ADV PREP PROPN PREP DETFS NFS PREP NFS PROPN XFAMIL VERB <eps> ADV PPER1S VERB VERB DET <eps> DET NFP	_
1413	CHIF NMS PPER1S VERB DETMS CHIF NMS PREP DET NMS ADJMS AUX PREP ADV PPER1S VERB DETMS DETMS NMS ADV PROPN XFAMIL AUX PREP NFS	<eps> <eps> PPER1S VERB COSUB PPER1S VERB PREP DET NFS <eps> AUX PREP ADV PPER1S VERB DETMS DETMS NMS ADV PROPN XFAMIL AUX ADJMS <eps>	_
1414	PDEMMS AUX ADJMS PREP VERB COSUB PROPN XFAMIL COCO PROPN XFAMIL XFAMIL VERB PREP PROPN PREP DET PROPN COCO PPER3MP AUX VPPMS DET PROPN	<eps> AUX ADJMS PREP VERB COSUB PROPN XFAMIL COCO PROPN <eps> XFAMIL VERB PREP PROPN PREP DET NMP COCO PPER3MP AUX VPPMS DET PROPN	_
1415	PREP NMS ADV COSUB ADV <eps> PPER3MS VERB ADV PREF VERB PREP DINTFS NFS PREP PROPN XFAMIL ADV PREP DINTMS NMS COCO DINTMS NMS	<eps> NMS ADV COSUB ADV ADV PPER3MS VERB ADV PREF VERB PREP DINTFS NFP PREP PROPN XFAMIL ADV PREP DINTMS NMS COCO PROPN <eps>	_
1416	COCO PREP DET NMS MOTINC PPER3MP AUX VPPMS DET NMS PREP NMS ADJMS AUX ADV PREP NFS PREP DETFS NFS PREP PROPN PREP NFS ADJFS PREL AUX PREL AUX VPPFS	<eps> PREP DET NMS <eps> PPER3MP AUX VPPMS DET NMS PREP NMS ADJMS AUX ADV PREP NFS PREP DETFS NFS PREP PROPN DETMS PROPN PDEMMS PPOBJMS VERB PREP NMP <eps>	_
1417	PREP DET NMS PPER1S VERB COSUB DETMS DETMS NMS DETMS NMS ADJMS AUX DINTMS NMS	PREP DET NMS PPER1S VERB COSUB DETMS PPOBJMS VERB DETMS NMS ADJMS AUX DINTMS NMS	_
1418	ADV ADJMS ADJMS AUX ADV DETMS ADV ADJMS COSUB PINDMS VERB ADV PINDMS PREF VERB ADV PREP CHIF CHIF CHIF CHIF PREP DETMS NMS PREP DET NFS <eps> PPOBJMS VERB DINTFS ADJFS NFS PROPN XFAMIL COCO PROPN XFAMIL XFAMIL AUX PREP PDEMMS PREL PREF VERB DETMS ADV ADV PREP DET NMP	ADV ADJMS PDEMMS AUX ADV DETMS ADV ADJMS COSUB PINDMS VERB <eps> PINDMS PREF VERB ADV PREP <eps> <eps> CHIF CHIF PREP DETMS NMS PREP DET NFS PPER3MS PPOBJMS VERB DINTFS ADJFS NFS PROPN XFAMIL COCO PROPN XFAMIL PUNCT AUX PREP PDEMMS PREL PREF VERB DETMS ADV ADV PREP DET NMP	_
1419	ADV COSUB DETFS PROPN VERB PDEMMS AUX ADV DETMS NMS ADV ADV DET NMP ADJMP COSUB PPER3MP AUX PREF PREF VERB ADV ADV ADJMP NMP PREP DET NFP DINTMS NMS COCO NMS AUX ADJMS ADV PREP DET NMS DET NFP ADJFP ADJFP COSUB PROPN XFAMIL AUX ADV ADV YPFOR	ADV COSUB DETFS PROPN VERB PDEMMS AUX ADV DETMS NMS ADV ADV DET NMP ADJMP COSUB PPER3MP AUX PREF PREF VERB ADV ADV ADJMP NMP PREP DET NFP DINTMS NMS COCO NMS AUX ADJMS ADV PREP DET NMS DET NFP ADJFP ADJMP COSUB PROPN XFAMIL AUX ADV ADV YPFOR	_
1420	PROPN ADV ADV <eps> DETMS ADJMS NMS ADJMS PROPN <eps> PREP PROPN DET NMP PROPN PREP ADV DETFS NFS DET NMP PREFP PREP ADV ADV VERB COCO PDEMMS NMS ADJMS COCO PREP DET NMS PREP VERB DINTFS NFS	<eps> ADV ADV COSUB DETMS ADJMS NMS ADJMS PROPN XFAMIL PREP PROPN DET NMP PROPN PREP ADV DETFS NFS PPOBJFS VERB <eps> PREP ADV ADV VERB COCO PREF VERB ADJMS COCO PREP DET NMS PREP VERB DINTFS NFS	_
1421	PROPN XFAMIL XFAMIL <eps> ADV VERB ADV AUX VERB PREP DETMS NMS DINTMS NMS DINTMS NMS COCO DINTMS NMS	PROPN XFAMIL XFAMIL PPER1S ADV AUX ADV AUX VERB PREP DETMS NMS DINTMS NMS NMP <eps> COCO DINTMS NMS	_
1422	PPER1S PPER1S VERB <eps> <eps> <eps> <eps> <eps> PPER1S VERB DINTMS NMS COCO <eps> <eps>	PPER1S PPER1S VERB DETFS NFS ADV COSUB PPOBJFS PPER1S VERB DET NFP PPER1S ADV AUX	_
1423	ADV PDEMMS AUX DINTMS NMS ADJMS <eps> PPER1S PREFP VERB DETMS ADJMS NMS PINDMS VERB VERB DETMS NMS ADJMS ADV PINDMS ADV AUX ADV VPPMS DETFS NFS PROPN XFAMIL VERB DET NMP ADJMP COCO ADV DET NMP ADJMP VERB PDEMMS NMS VPPMS PROPN XFAMIL	ADV PDEMMS AUX DINTMS NMS PUNCT PPOBJFS PPER1S VERB VERB ADV <eps> <eps> PINDMS VERB VERB DETMS NMS CHIF ADV PINDMS ADV AUX ADV VPPMS DETFS NFS PROPN XFAMIL VERB DET NMP ADJMP COCO ADV DET NMP ADJMP VERB PDEMMS NMS VPPMS PROPN XFAMIL	_
1424	PREP DET NMS DET NMS PROPN COCO DET NFS PROPN PUNCT <eps> DET NMP AUX ADV VPPMS DET NMP ADJMP COCO PINDMP ADV PPOBJMP VERB ADV PREP ADV DET NFS	<eps> DET NMS DET NMS PROPN COCO DET NFS PROPN ADV ADV DET NMP AUX ADV VPPMS DET NMP ADJMP COCO PINDMP ADV <eps> VERB ADV PREP ADV DET NFS	_
1425	PPER1S VERB COSUB PDEMMS AUX PDEMMS AUX ADV ADJMS PREP NOUN PREL PREFP VERB DET NMP PREP PREP VERB DET NFP PREP <eps> NMS COCO PPER1S AUX ADV ADV ADJMS PREP <eps>	PPER1S VERB COSUB PDEMMS AUX PDEMMS AUX ADV ADJMS PREP NOUN PREL PREFP VERB DET NFP PREP VERB <eps> DET NFP PREP DET NMS COCO PPER1S AUX ADV ADV ADJMS PREP PUNCT	_
1426	PREP VERB DET NFS ADJFS ADV <eps> ADJFS AUX ADV COSUB DET NFP PREP NFS COCO COCO DET NFP PREP NFS COCO PPER1S AUX ADV ADJFS PREP DETMS NMS	PREP VERB DET NFS ADJFS COCO PDEMMS VERB AUX ADV COSUB DET NFP PREP NFS COCO COCO DET NFP PREP NFS COCO PPER1S AUX ADV ADJFS PREP DETMS NMS	_
1427	COCO NFS PREP NMS PREP DETFS NFS PREP NOUN PREP ADJFS NFS PREP DET NMP	<eps> NFS PREP NMS PREP DETFS NFS PREP NOUN PREP ADJFS NFS PREP DET NMP	_
1428	CHIF NMP ADJMP AUX ADV AUX VPPMP PREP AUX VPPMS DINTFS NFS ADJFS	CHIF NMP ADJMP AUX ADV AUX VPPMS PREP AUX VPPMS DINTFS NFS ADJFS	_
1429	PINDMS AUX VPPMS PREP DINTFS NFS DINTMS ADV ADJFS PREFP AUX PINDMS ADV AUX VPPMS DET NMP ADJMP COCO ADV PINDMS AUX VPPMS PREP DETFS NFS PREP DETFS NFS DET NMP COCO PREFP VERB PDEMMS VERB PPER3MP AUX VPPMS PREFP VERB PREP PDEMMS NMS AUX DINTMS ADV ADJMS COCO PINDMS VERB PREP VERB COCO ADV VERB PREP ADJFS NFS	<eps> AUX VPPMS PREP DINTFS NFS DINTMS ADV ADJFS PREFP AUX PINDMS ADV AUX VPPMS DET NMP ADJMP COCO ADV PPOBJMP AUX VPPMS PREP DETFS NFS PREP DETFS NFS DET NMP <eps> PREFP VERB PDEMMS VERB PPER3MP AUX VPPMS PREFP VERB PREP PDEMMS NMS AUX DINTMS ADV ADJMS COCO PINDMS VERB PREP VERB COCO ADV VERB PREP ADJFS NFS	_
1430	PREP VERB DET NMP COCO PREP ADV ADV VERB DET NMP COCO DET NMP	<eps> VERB DET NMP COCO PREP ADV ADV VERB DET NMP COCO DET NMP	_
1431	DETMS NMS AUX ADV VPPMS DET NMS DET NMP	DETMS NMS AUX ADV VPPFS PREP NMS DET NMP	_
1432	DET NMP ADV VERB ADV VERB DETFS NFS PREP DINTMS ADJMS NMS PREP DET NMS	DET NMP ADV VERB ADV VPPMS DETFS NFS PREP DINTMS ADJMS NMS PREP DET NMS	_
1433	NFS ADV PREP VERB DET NMP PREP DINTFS NFS COCO ADV PREP VERB DET NFP	NFS ADV PREP VERB DET NMP PREP DINTFS NFS COCO ADV PREP VERB DET NFP	_
1434	PREP NOUN PREP ADV NMS PREP DET NFP DET NFP VERB VERB ADV PREP DET NFS PREP DETFS NFS	PREP NOUN PREP NFS <eps> PREP DET NFP DET NFP VERB VERB ADV PREP DET NFS PREP DETFS NFS	_
1435	VERB PINDMS VERB VERB ADV DINTFS NFS DET DET NFP PREP NMS PREP PROPN COCO PREP PDEMMS NMS ADV	<eps> PINDMS VERB VERB ADV DINTFS NFS DET DET NFP PREP NMS PREP PROPN COCO PREP PDEMMS NMS ADV	_
1436	DETFS NFS ADJFS VERB DET NFP PREP DETFS NFS ADJFS PREFP PPOBJMS VERB PREP DETMS NMS	DETFS NFS ADJFS VERB DET NFP PREP DETFS NFS ADJFS PREFP PPOBJMS VERB PREP DETMS NMS	_
1437	ADV PREP ADV ADV ADV PREP DETFS NFS PREP NFS VPPFS ADV PREP CHIF CHIF NFP	ADV PREP VERB <eps> ADV PREP DETFS NFS PREP NFS VPPFS ADV <eps> CHIF CHIF NFP	_
1438	NFS ADJFS ADV PDEMMS AUX ADV ADV PREP VERB PREP PROPN XFAMIL PREP CHIF CHIF NFP CHIF PDEMFS NFS VERB AUX VPPFS	NFP ADJFP DET PDEMMS AUX ADV ADJMS PREP VERB PREP PROPN XFAMIL PREP CHIF CHIF NFP CHIF CHIF NFP CHIF AUX VPPMS	_
1439	PREP PROPN XFAMIL PREP NMS ADJMS PROPN COCO PROPN COCO PDEMMS AUX DINTMS NMS PREL PREFP VERB VERB ADV ADV	<eps> PROPN XFAMIL PREP NMS ADJMS PROPN COCO COSUB <eps> PDEMMS AUX DINTMS NMS PREL PREFP VERB VERB ADV ADV	_
1440	PREP NMS PREP PROPN XFAMIL PREP ADV DET NMP ADJMP PROPN XFAMIL COCO PROPN XFAMIL <eps> PREP VERB PREP PROPN XFAMIL	PREP NMS PREP PROPN XFAMIL PREP ADV DET NMP ADJMP PROPN XFAMIL COCO PROPN XFAMIL VERB PREP VERB PREP PROPN XFAMIL	_
1441	DETFS PROPN DETFS NFS PDEMMS NMS PREP PROPN COCO ADV PDEMFS NFS PREP DINTFS NFS ADJFS VPPFS PREP AUX VPPMS PREP NMS PREP PROPN XFAMIL XFAMIL DINTMS NMS ADJMS PREP VERB DET NMP DINTFS NFS PREL VERB PREP NFS CHIF CHIF CHIF	<eps> PROPN DETFS NFS PDEMMS NMS PREP PROPN <eps> ADV PDEMFS NFS PREP DINTFS NFS ADJFS VPPFS PREP AUX VPPMS PREP NMS PREP PROPN XFAMIL XFAMIL DINTMS NMS ADJMS PREP VERB DET NMP DINTFS NFS PREL VERB PREP NFS CHIF NMP CHIF	_
1442	PREFP VERB PREP VERB PDEMMS NMS PREP PROPN XFAMIL DET NMS PPER3MS AUX DETMS NMS PREP NMS PREP DETFS NFS ADJFS PREP DETFS NFS DET NMP PREP DET NMS PREP PINDMS PREP NOUN PREP PROPN XFAMIL	<eps> VERB PREP VERB PDEMMS NMS PREP PROPN XFAMIL DET NMS <eps> <eps> DETMS NMS PREP NMS PREP DETFS NFS ADJFS PREP DETFS NFS DET NMP PREP DET NMS VERB ADV PREP NOUN PREP PROPN XFAMIL	_
1443	DETFS NFS PREP PROPN XFAMIL VERB PREP DET NFS PRON PREL PPER3MS VERB VERB PDEMMS NMS PREP DET NFS PREP PROPN XFAMIL ADV PREP NMS PROPN DET PROPN <eps> PREP PROPN VERB ADV DINTMS	<eps> NOUN PREP PROPN XFAMIL INTJ PREP DET NFS PRON PREL PPER3MS VERB VERB PDEMMS NMS PREP DET NFS PREP PROPN XFAMIL ADV PREP NMS PROPN DET MOTINC MOTINC PREP PROPN VERB ADV DINTMS	_
1444	COCO VERB DETFS NFS ADJFS AUX ADV PREP NFS PREP DET NFP PREP PROPN PREFP VERB	<eps> INTJ DETFS NFS ADJFS AUX ADV PREP NFS PREP DET NFP PREP PROPN PREFP VERB	_
1445	ADV DET NFP PREP NMS ADV NFS <eps> PREP DET NFP COCO PDEMMS NMS DETMS ADJMS NMS PREFP COSUB ADJMS DETMS NMS VERB PRON AUX	<eps> DET NFP PREP NMS ADV DET NFP PREP DET NFP COCO PDEMMS NMS DETMS ADJMS NMS <eps> COSUB ADJMS DETMS NMS VERB PRON AUX	_
1446	PREP CHIF CHIF NFP CHIF PREP DINTFS ADJFS NFS ADV PROPN XFAMIL XFAMIL PREP DETFS NFS PREP PROPN XFAMIL	PREP CHIF CHIF NFP CHIF PREP DINTFS ADJFS NFS ADV PROPN XFAMIL <eps> PREP DETFS NFS PREP PROPN XFAMIL	_
1447	PREFP VERB ADV ADV VERB DET PDEMMS PREP NMS PREP DET NFS COCO ADV ADV PDEMMS NMS PREP NFS PRON AUX	<eps> <eps> ADV ADV VERB DET PDEMMS PREP NMS PREP DET NFS COCO ADV ADV PDEMMS NMS PREP NFS PRON AUX	_
1448	COCO ADV DET NFP PREP DETFS NFS PREP NFS PREL AUX ADV VPPMS PREFP ADV VERB ADV ADV DET NFS COSUB PDEMMS AUX	VERB ADV DET NFP PREP DETFS NFS PREP NFS PREL AUX ADV VPPMS PREFP ADV VERB ADV ADV DET NFS COSUB PDEMMS AUX	_
1449	PROPN XFAMIL DET PROPN PREP VERB ADV ADV PREP PROPN XFAMIL PINDMS VERB ADV ADJMS PREP DETFS NFS PREP PDEMFS NFS PREP DET ADJFP NFP	PROPN XFAMIL DET PROPN PREP VERB ADV ADV PREP PROPN XFAMIL PINDMS VERB ADV ADJMS PREP DETFS NFS PREP PDEMFS NFS PREP DET ADJFP NFP	_
1450	ADV DET NFP PREP NMS PREP NMS PROPN DETFS NFS VERB VERB DET NFP DET NFP ADJFP PREP DET NMP	ADV DET NFP PREP NMS PREP NMS PROPN DETFS NFS VERB VERB DET PINDMS DET NFP ADJFP PREP DET NMP	_
1451	PREP PPOBJMS AUX VERB DETMS NMS PREP DET NFS PROPN DET AUX VPPFP AUX ADJFP PRON PREL VERB COCO ADV DETFS NFS DET ADJFP NFP PREP NMS PREP DETFS NFS PREP PREL DET PINDMS VERB DET NFP PPER1S PREFP VERB PREP VERB DINTMS NMS PREP NMS PROPN	<eps> PPOBJFP AUX VERB DETMS NMS PREP DET NFS PROPN DET AUX VPPFP AUX ADJFP PRON PREL VERB ADV ADV DETFS NFS DET ADJFP NFP PREP NMP PREP DETFS NFS PREP PREL DET PINDMS VERB DET NFP PPER1S <eps> VERB PREP VERB DINTMS NMS PREP NMS ADJ	_
1452	PROPN XFAMIL VERB DET NFS PREP VERB DETFS NFS PREP DET NMP NMS PREP PROPN PREP VERB DINTMS ADJMS ADJMS NMS ADJMS COCO PREP DETMS NMS	<eps> PROPN VERB DET NFS PREP VERB DETFS NFS PREP DET NMP NMS PREP PROPN PREP VERB DINTMS ADJMS <eps> NMS ADJMS <eps> PREP DETMS NMS	_
1453	NOUN PREP VERB DETFS NFS PREP NMP ADJMP NMP PREP NMS PROPN	<eps> PREP VERB DETFS NFS PREP NMP PUNCT <eps> PREP NMS PROPN	_
1454	PPER3MS AUX VPPMS COSUB DET NMP PREP DETFS NFS DINTMS NMS DET NMP MOTINC PPER3MP AUX ADJMP VERB VERB PREP DET NFP VERB PREP PROPN PRON PREL VERB <eps> DINTFS NFS DINTMS NMS VPPMS PREP DET ADJFP NFP PREL AUX VPPFP PREP NMS	<eps> AUX VPPMS COSUB DET NMP PREP DETFS NFS DINTMS NMS DET NMP NOUN <eps> AUX ADJMP VERB VERB PREP DET NFP VPPFS PREP PROPN <eps> PREL VERB ADJFS DINTFS NFS DINTMS NMS VPPMP PREP DET ADJFP NFP PREL AUX VERB PREP PROPN	_
1455	PREP PDEMFS NFS	PREP PDEMFS NFS	_
1456	PPER3MS AUX ADJMS COSUB COSUB PREFP VERB <eps> <eps> PREP DET NMP PREP DETFS NFS DINTMS NMS PREP VERB VERB PREP DINTFS NFS PREP DET NFP PREP NMS COCO PREP NFS PINDFP PPER3MS PPOBJMS VERB DINTFS NFS PREP PPOBJFS VERB PREP PPOBJFS VERB ADV PREFP ADV VERB ADV DET NMP	PPER3MS AUX ADJMS COSUB PRON PREL PPOBJMS AUX VPPMS PREP DET NMP PREP DETFS NFS DINTMS NMS PREP VERB VERB PREP DINTFS NFS PREP DET NFP PREP NMS COCO PREP NFS PINDFP PPER3MS PPOBJMS VERB DINTFS NFS PREP PPOBJFS VERB PREP PPOBJFS VERB ADV PREFP ADV VERB ADV DET NMP	_
1457	COCO PREP PDEMFS NFS ADJFS PREP NMP PREP NFP DINTMS NMS PREP NMS AUX VPPMS ADV PREP NMS NFS PREP PROPN PUNCT <eps> PDEMMS AUX DETFS NFS PREP DINTMS NMS PREP DET PROPN PREL AUX	<eps> PREP PDEMFS NFS ADJFS DET NMP PREP NFP DINTMS NMS PREP NMS AUX VPPMS ADV PREP NMS NFS PREP PROPN ADV ADV PDEMMS AUX DETFS NFS PREP DINTMS NMS PREP DET PROPN PREL AUX	_
1458	VPPMS DET NMP DINTMS <eps> NMS PREP DINTMS NMS CHIF PREP CHIF CHIF NMP PREP NMS PREP CHIF CHIF NMP PREP PROPN	VERB DET NMP PREP DINTFS NFS PREP DINTFS NFS CHIF PREP CHIF NMP NMP PREP NMS PREP CHIF CHIF NMP PREP PROPN	_
1459	COCO DETMS NMS AUX DETFS PROPN VERB COSUB DETMS NMS VERB ADV VERB PREP DETFS NFS PREP ADV CHIF CHIF NFP ADV VERB ADV DINTFS ADJFS ADJFS NFS ADV COSUB ADV ADJMP DET NMP DINTMS NMS AUX COCO DINTFS NFS DET NMP PROPN XFAMIL AUX VPPMP DETFS NFS DET NMP PREP NFS ADV PREP DET NFS PUNCT	<eps> DETMS NMS <eps> DETFS PROPN VERB COSUB DETMS NMS VERB ADV VERB PREP DETFS NFS PREP ADV CHIF CHIF NFP ADV VERB ADV DINTFS ADJFS NFS <eps> ADV COSUB ADV ADJMP DET NMP DINTMS NMS <eps> COCO DINTFS NFS DET NMP PROPN XFAMIL AUX VPPMP DETFS NFS DET NMP PREP NFS ADV PREP DET NFS PUNCT	_
1460	DINTFS NFS PREP NFP PREP DINTMS NMS ADJMS COCO PPER1S ADV VERB ADV ADV ADV PREP PRON PPER3MS PREF VERB PPOBJMS VERB DETFS NFS PREP VERB ADV PREP PROPN PPER1S VERB ADV DET NFS PREP VERB ADV PINDMS VERB ADV	DINTFS NFS PREP NFP PREP DINTMS NMS ADJMS COCO PPER1S ADV VERB ADV ADV ADV PREP PRON PPER3MS PREF VERB PREP <eps> DETFS NFS PREP VERB ADV PREP PROPN PPER1S VERB ADV DET NFS PREP VERB ADV PINDMS VERB ADV	_
1461	PINDMS PREFP AUX VPPMS CHIF NFP PREP DET NFS PREP PRELFS PINDMS VERB VERB PREP NMS PINDMS PREFP AUX VPPMS COSUB PDEMMS AUX DINTMS NMS PREP NFS COCO PDEMMS AUX DET NFP COCO PINDMS PPOBJMS VERB DINTMS ADJMS NMS	PINDMS PREFP AUX VPPMP CHIF NFP PREP DET NFS PREP PRELFS PINDMS VERB VERB PREP NMS PINDMS PREFP AUX VPPMS COSUB PDEMMS AUX DINTMS NMS PREP NFS COCO PDEMMS AUX DET NFP PREP <eps> DETMS NMS DINTMS ADJMS NMS	_
1462	PREP DET NFS ADV ADV <eps> ADV CHIF CHIF NMP PREP PROPN PREL PREF AUX VPPMP ADV <eps> PREP DETMS NMS PREP DETFS PROPN ADV PREP PROPN	PREP DET NFS ADV ADV ADV ADV CHIF CHIF NMP PREP PROPN PREL PREF AUX VPPMP ADV ADV PREP DETMS NMS PREP DETFS PROPN ADV PREP PROPN	_
1463	COCO ADV NMS VERB PREP CHIF CHIF CHIF NFP PREP NMP VPPFP ADV COSUB	<eps> PDEMMS NMS VERB PREP CHIF CHIF CHIF NFP PREP NMP VPPFP ADV COSUB	_
1464	DETMS NMS ADJMS NMS PREF VERB PREP DET NFS ADJFS PREP DET NMP PREP ADJMP NMP PUNCT PREP DETFS ADJFS NFS NMS <eps> COCO PPER3MP AUX ADV ADJMP PREP DET NMS PROPN XFAMIL COCO PROPN XFAMIL	<eps> NMS DINTMS NMS PREF VERB PREP DET NFS ADJFS PREP DET NMP PREP ADJMP NMP PROPN PREP DETFS ADJFS NFS ADV ADV COCO PPER3MP AUX ADV ADJMP PREP DET NMS ADJMS VERB <eps> PROPN XFAMIL	_
1465	PPER3MP AUX CHIF NMP PREP VERB AUX VPPMP PREP DET NFP PREP DET NFS PREP VERB DET NMP VERB PPER3MP PREP CHIF NMP PREP NFS PREP PROPN PREP PROPN PUNCT AUX DINTMS ADV VPPMS	<eps> AUX CHIF NMP PREP VERB AUX VPPMP PREP DET NFP PREP DET NFS PREP VERB DET NMP VERB <eps> PREP CHIF NMP PREP NFS PREP PROPN PREP PROPN PUNCT AUX DINTMS ADV VPPMS	_
1466	PINDMS VERB PREP DETMS NMS COCO DETMS NMS PREP PREP PREP DET NFS ADV COSUB PDEMMS AUX DINTMS NMS PREL VERB VERB ADV COSUB PINDMS VERB ADV DETMS NMS PREP DETFS NFS	PINDMS VERB PREP DETMS NMS DINTMS <eps> NMS VERB PREP <eps> DET NFS ADV COSUB PDEMMS AUX DINTMS NMS PREL VERB VERB ADV COSUB PINDMS VERB ADV DETMS NMS PREP DETFS NFS	_
1467	COCO ADV VERB <eps> PDEMMS VERB VERB CHIF CHIF NMP COCO PREL VERB COSUB ADV VERB COSUB DET NOUN VERB VERB NFS COSUB DETFS ADJFS NFS PREL VERB PREP VERB DET NMP NMS AUX PROPN DETFS NFS ADV AUX ADV PROPN <eps>	AUX ADV ADV ADV PDEMMS VERB VERB CHIF CHIF NMP COCO DINTMS NMS <eps> <eps> <eps> PREL DET NOUN VERB VERB NFS COSUB DETFS ADJFS NFS PREL VERB PREP VERB DET NMP COSUB PRON ADV VERB ADV PDEMMS AUX ADV DETMS NMS	_
1468	DET NMP PREP PROPN ADV PPOBJFS AUX ADV PREP DET ADJFS NFS PREP NMP ADV PREP CHIF NMP PPER3MP AUX AUX VPPMP PREP CHIF COCO PDEMFS NFS DET NMP VERB VERB PREP VERB PREP DET NMP COCO PREP DETMS NMS PREP DET NFS	DET NMP PREP PROPN ADV PPOBJFS AUX ADV PREP DET ADJFP NFP PREP NMP ADV PREP CHIF NMP PPER3MP AUX AUX VPPFP PREP CHIF COCO PDEMFS NFS DET NMP VERB VERB PREP VERB PREP DET NMP COCO PREP DETMS NMS PREP DET NFS	_
1469	DINTMS ADJMS NMS PREP NMS AUX ADV PREP DET NFS COSUB DETMS NMS PPER3MP ADV PPOBJMS VERB ADV	<eps> ADJMS NMS PREP NMP AUX ADV PREP DET NFS COSUB DETMS NMS PPER3MS ADV PPOBJMS VERB ADV	_
